,AAPL,MSFT,NVDA,GOOGL,META,AMZN,TSLA,AVGO,AMD,ORCL,CRM,ADBE,INTC,QCOM,TXN,IBM,NOW,AMAT,MU,LRCX,JPM,BAC,GS,WFC,C,MS,BLK,SCHW,AXP,USB,PNC,COF,MET,PRU,TFC,UNH,JNJ,LLY,ABBV,PFE,MRK,TMO,MDT,AMGN,BMY,GILD,CVS,PG,KO,PEP,WMT,COST,MCD,SBUX,PM,HD,NKE,TGT,F,GM,LOW,BKNG,XOM,CVX,COP,SLB,EOG,PSX,VLO,OXY,CAT,HON,UPS,BA,GE,MMM,LMT,RTX,DE,EMR,T,VZ,CMCSA,NFLX,DIS,CHTR,FOXA,LIN,SHW,APD,FCX,NEM,PLD,AMT,CCI,EQIX,NEE,DUK,SO,AEP
2019-12-02,100.63943415950887,100.28724318498251,102.30054946330638,101.15332361560547,99.38670330271607,98.28208229975424,94.48489277989259,98.06847420464342,100.39798471555028,103.28875034560528,97.83968784017434,102.55607661825317,105.38530644585036,101.94851679983996,102.55826381253732,96.2894905815295,104.46665686953969,101.87699760982976,99.93294104530989,99.53894707442402,99.87316178485516,98.79696195608125,100.9120728993983,100.56542982686074,102.40382625596835,100.62798827768991,98.98145119961491,100.61543621891789,100.22419774460141,98.17482646279119,105.29333536293588,99.81000256909078,99.15909682255626,100.43814955796022,99.87524551480637,99.00342450074699,101.44078675682684,97.35463747354649,99.89889038853842,96.19747963172675,100.97503465886872,101.67051911788167,101.35893210822482,102.2340989762037,99.11854388500801,100.84152252372887,97.40981335792445,98.89132150527186,98.9839959815904,96.60261909665302,104.56958068098695,101.90872260437405,99.50867607481852,95.2070897534157,96.42021087093735,101.83747935658418,103.87926386726411,101.65961134238786,95.50951452467027,101.23593986108288,98.15536803935818,98.67468644044811,100.49467773757188,100.19727392767805,99.48044822432213,100.44241483592424,98.95607729296077,99.31800747338448,98.46337602274573,102.81901664014524,101.11999304837364,99.7045144949286,96.7869493599053,102.35007176046453,99.36307358576416,98.8537531471448,100.66459194095927,98.82045633397092,102.66775478101135,101.21661382897653,102.79395969535572,101.07503931441974,98.99374323695294,96.28566474349637,99.22457407472905,100.58614794328247,98.68928316144451,101.97488885991059,100.49943331854845,101.83146605077775,99.99760705981757,97.17426089741453,96.68251967854972,97.1791519748814,101.47409939370242,101.41364338995696,101.61128685486077,100.85981848970043,96.34759912922554,99.65907287449723
2019-12-03,98.57635775001819,105.10494566983203,103.91462948878309,103.46318971846425,99.81162256068392,98.16835606209239,97.78907301610008,98.93468914348804,105.52532096923754,101.6342088775104,97.81435320440356,101.42116187794181,107.67390058349665,98.36264772006292,103.94811240315181,95.95641370154635,106.85378128604286,105.12022612639458,102.11238415909132,102.45054979689226,99.26929577000735,98.96358743688066,101.2791339415382,101.63485668065712,100.64918178643588,101.92154183201463,97.87421727577653,98.492332758798,99.67325708393876,96.41692542977522,107.03378485715749,102.5038287197348,98.55318441711518,98.99579762863479,99.49909335901431,99.34935390616224,100.88885680088775,99.85202298772347,98.93254377705493,96.76454545461166,100.35722007190988,102.9049910698169,101.9067710505442,105.00594500012943,99.19373718752975,100.41556076440317,97.63694915692082,96.54959570951077,95.30520415158304,95.41813212533071,105.63514233785327,103.64489575960623,96.64453986998583,94.85222772053953,93.63087679934982,102.6694798418495,107.82877870700109,101.16405064957117,94.14117713401386,98.88426556780583,99.54275962868512,100.56480755618999,97.19250257656017,101.56231335231787,98.34957316572014,97.78958374767222,98.82138640250568,98.9090165808905,94.30368631529258,104.72815438981154,99.29728636651306,100.9157965176519,94.87886552138347,103.17787643947776,101.49052790137934,98.86784300995441,99.06150194207028,98.37725965020019,102.57059523446657,100.4978431893683,104.59181838602647,104.28135553681959,99.73896470158394,97.94665154609879,102.39482824072215,97.86753015157757,99.99895283910767,102.44201015416274,99.61352919315597,100.80686216617806,99.1686483067321,94.56540288342346,99.1800416468884,95.7658738060218,99.29578059861811,102.56975405553057,101.38014069668667,103.0561420351203,96.81116844620355,98.80885234844634
2019-12-04,100.08546556837811,102.82388340146011,100.6075322348898,102.02007506401993,101.3347524379068,97.67440257142191,99.0630699109557,99.17316514499899,108.03591001386343,101.33459118927746,95.60668049951481,100.2147046591315,108.81714496004524,96.46621047151643,102.49623372458933,97.84922086014485,111.45541055176919,110.41564942242144,102.22569109159781,100.39081856241738,98.80733136916682,96.17103486876137,104.9421939127917,104.27621826991592,104.42634168407756,102.47312513578106,97.4606626098934,99.78925780158025,99.82928092113183,94.64701416552609,105.09909797234668,103.1577136452142,100.71275379619445,96.51638915565407,100.81704091917243,96.30137705099358,98.04634668064897,100.1424151008901,97.10969972205413,98.02445900402577,96.86608852778808,106.2080019887897,103.3318162435707,104.10918595856616,99.52972644343112,98.95066231361447,97.91902513121445,96.34697370585866,95.47713982999812,94.91895528249364,107.26505144874085,101.04068944752625,97.56000857351054,93.53841369574508,96.15979623552519,104.49398758731793,107.09055489026096,98.99304231341728,92.91202577697484,99.42835644422716,100.11031472944971,98.80319010302544,97.54444803327412,105.15958094580276,98.16208475743568,97.0113952933214,99.48906606087681,100.5651492969472,94.07145181069733,107.70419770494581,97.88970303375103,102.02946700438848,94.85137015014324,97.35430381223131,96.90395970265078,98.93805143948302,101.20858863114906,101.28725189744425,102.62729717420424,101.52247295377046,104.06856039992935,105.90429148469363,98.06416336078189,100.10740703881731,104.91496851258213,95.4999704188619,101.34064311152862,101.11453375803603,99.72911207458237,99.8884953165869,100.04898838146433,95.3664591687274,97.58109936831673,95.0479728537417,99.3350852564679,103.1865549875291,101.03750582875651,104.57864989385428,97.76299493718528,97.08794272967035
2019-12-05,101.99822835879272,102.64360826890231,100.00760159449634,103.24754456825896,102.78701213199956,96.69997639169694,103.96961703366185,101.37061945971591,107.44515139776489,99.84587632733405,96.86593017123982,102.32498227416151,110.1024037011133,95.08409296426109,101.82153102145635,98.7586265116743,111.35242814413692,110.9913558042954,104.15487373123949,102.05767669779964,100.06698918137673,97.72638151640801,106.67872139004122,106.33715752752867,102.8612512646764,102.50942683479956,98.78190077880127,99.66790360196,99.53049093057702,95.11998692323077,104.26712999863108,102.98182780496971,98.89724311986818,94.65609527188195,97.87657664913976,93.95756206494225,95.38305353615527,98.32443732631059,96.30732736839401,99.30105748625527,97.59684450742571,104.03785659511233,106.49986190045722,103.05915081987978,100.23233498463082,98.75799629523503,98.36884663699522,94.35840882903568,95.32146918538423,96.61037093775711,110.91754984270959,99.98934755620878,96.07958534073123,93.53585850785423,96.5228857347202,105.75104817767007,105.9667772563988,96.95675064801618,90.54014396605106,96.1657543398346,99.22032121305625,97.93530148136341,98.90047550741487,102.70215664042944,97.88884791843816,96.0003344988589,100.4178632506342,98.04086668438165,93.72418401413837,109.11580496993648,99.91153457642164,106.05014043026513,94.42765546867079,98.96481589800653,97.19757297955655,99.26373982031127,99.72473691296632,101.81604561552038,100.6044510779429,104.25314759956979,104.03880448557639,106.13466858500007,97.66486807919722,98.67684014750819,107.14929684188905,97.48804743996527,103.30266027749995,100.89695747922738,98.20368130184166,99.88377170889558,101.68740218121101,92.98881385366306,95.05891355559284,95.32254778160313,100.52441235543287,105.27691458834512,100.76575632859146,105.15642868939243,101.34766789432905,99.52747783233515
2019-12-06,98.04878517313327,106.3660561179496,100.36865996263671,103.68287418623095,103.95411445819289,95.87856230736814,102.37404516247062,102.00006378031794,106.35270981109213,99.48617468026887,98.4969643195026,102.69584156133955,114.18618477359948,95.5288422264454,105.78542052396156,99.26631104721466,107.68568354830101,113.80617105348104,103.55672249141843,104.6849175419382,98.09495756912871,97.52583580485002,108.28383792157368,107.46244448531739,102.10864457074848,103.4188876754736,98.74455984852897,99.86827499075797,99.4957292571737,93.9387769545814,102.81821590090567,100.50436514813919,100.25153669654546,93.77699297441282,99.18359715031842,93.51530842163184,95.41774455118541,96.02954865466683,97.30910995074107,99.1626655253552,98.59929197346023,104.26082594519441,109.56757856548745,106.17837309053148,98.71232025764684,97.97082104761843,95.62903598264711,96.20307115393064,93.64193039918382,96.6536308177256,111.22853088147613,98.68494173155418,95.49962114523841,96.10615166954433,98.7210246856975,109.14930695594056,106.044791610612,98.58568839249864,90.60534955739841,98.40174141081836,99.85699044351534,98.8597478095826,98.04554112317517,100.07190492528191,99.12610944922163,95.63155017797948,102.60570401976268,99.54433705198933,93.48582713165668,107.81913660783589,101.31749092831473,104.98635891703756,93.97539870735882,99.01575423506324,97.4528240096906,96.29546679238523,100.14465862889162,101.55105170672533,101.06001223746159,103.44974656303253,104.65777065011595,106.42762255128562,93.2547210490283,99.13345177815451,106.00036089542822,99.05206843779195,102.6714317135032,102.42297440167296,100.65297198585428,101.92763813650242,98.53667617933726,94.24259102668677,93.66068383727625,93.29966574423469,96.56044701616199,102.70828662863767,98.27682021523259,104.63030391255155,100.64418614170849,100.27965983115298
2019-12-09,95.52465743418121,108.9324342815366,101.96217246155585,100.16483261444876,103.48492737869068,98.0396930947436,98.7941259371296,101.15082047432433,100.30030600056274,99.06747249098566,98.47933860578557,102.21933544331647,112.00425448841871,94.04225617401295,106.48184511607559,99.28214093373296,106.19717185989718,112.04560297940003,106.89032115066584,103.6431044457323,98.65930122689592,93.69375031515223,109.10614928603046,108.91974763994656,101.75042642954561,105.17636660318152,97.70311347100746,98.99257650443566,102.4248180679539,88.95964823508811,104.61281447448154,101.62565285823919,101.69840284614178,95.42966139857788,99.99205839562308,92.96107555350757,97.21161143094453,92.78256182974847,97.81812662972025,95.98766492422301,97.03803346269872,105.99553885348236,110.71005506833956,105.99590059475072,96.56058641546473,98.60575437839007,97.5338200650699,96.04546941113337,94.62541162848532,95.61765889814096,109.64724155663461,100.14344212672665,95.5412386022312,97.6941914861247,95.02926536695608,109.27293036667713,109.10211339037299,101.38584946922744,90.76822130656059,101.99218233377856,99.61269549444141,93.88985227911513,97.60229018044227,97.22235251692632,98.29429071444918,96.18706761978858,103.56489333423946,99.1670258126592,92.31542024736044,108.93871178813865,103.14025166135417,107.23251357489154,94.97008962971661,99.29651952443739,95.74541482978624,101.12744633744131,98.34925705172621,104.77866356539862,101.65690429806943,98.29298584867693,105.06978609136732,105.15868607097391,92.64648054488936,97.3105937339506,103.54757348187127,97.67218570639736,101.02926794792941,102.20171953053057,102.81033396418403,103.61956677091,100.5744681284056,93.93073826645872,93.37071655486348,91.50522302986064,92.69220260824211,100.46986622403658,99.678029726866,105.12674299599325,100.95665057244527,96.05659674445177
2019-12-10,95.79755304578751,107.44831254072625,103.84867962498569,104.00222799548466,102.34245722452995,96.8954703959213,98.83802699736633,101.31623063377123,102.47420310367046,100.98791112710275,99.04392735650207,106.025004530213,111.62851887005203,96.93687324750412,106.89916150090797,99.92569143174174,104.9458788532039,112.13497266881889,107.92922704464765,104.21291993477479,98.47133776681615,92.66010010378652,110.30789934816654,106.1874555525498,98.64488055703532,108.98681480196109,97.09980918530987,98.47624999908733,99.99272441910252,88.91998475412406,107.05772310482287,98.8304170836365,102.16749560212723,92.6964398866362,99.62653415193822,93.44398500510023,96.91515317693558,93.85789533218042,97.32119420038633,95.52268301858624,98.32163815291707,109.17271001608904,110.20351852135302,99.66647363983306,95.66383190216274,98.01634759945517,96.59294972796415,93.78367706354715,94.9544460162009,95.79793292913861,111.62983318379914,101.98010839922496,97.10550341873424,96.93230098200333,94.91341093368094,103.90446547782564,109.58180959383131,99.66142065744519,90.01104621502827,100.84423257148254,101.48390515034744,92.48956597642615,94.81814359502765,96.00453209022606,93.80487258908245,93.52893903305825,108.9712598023234,101.89426025917332,92.79593367524429,112.32110175490516,102.55397790553302,111.59532042428009,94.18199699051617,99.81746099540231,97.70467851017587,102.6389556029766,98.93719039886038,105.83334014563238,100.59335821490325,100.93312476303498,104.99342124144412,104.67886653167884,90.72440481388388,100.32985301801372,104.53515107976064,97.91240615909706,100.43081144103527,101.25355763646455,103.21331576845174,104.54647605936307,100.80189400499202,96.32671720859412,91.1581057266201,93.26293999152159,93.22609150699193,102.12023245085173,103.1704514607356,106.43046394575212,100.40964425427413,94.39490131509541
2019-12-11,95.22038698139382,107.96184547934473,104.46949949606683,101.04071228753395,100.23642212433612,98.02218620158853,98.32333325020821,101.51150742312683,104.11708050030467,99.2237236904264,102.54438559743345,107.28188970964187,107.40418577344617,97.94157198913211,105.09265260114124,97.96896417510497,102.97704075106383,111.16735443920327,106.27829599638086,105.4445839161858,96.76324702034891,92.15727830033312,109.85400506640907,106.13240817968455,95.63981103838285,106.61630846747978,99.49653542459366,96.74344390389145,100.70598539503894,90.2794247785003,110.76467692883945,98.50743826384965,101.81013222866973,90.91838625795613,98.046501936144,97.23054702150858,98.12467210346833,97.49480548773775,95.09035830785227,98.36700192841109,95.66505109954167,113.5975355902391,109.57661158437102,100.57336370066375,96.04234572803105,96.1492573179726,94.39778776527258,92.42630606351516,97.50681930156914,96.65794386100227,111.11728630382672,101.49599906321608,99.15219401921482,98.2331850360054,91.64892120761941,102.91104995846183,111.36477991698754,101.64157142279524,89.31169985014917,101.52302061640303,101.69805452047096,90.86904094286793,96.48030245965865,95.65518824383189,94.43545533153824,96.70939393680517,111.45943855628488,100.29230405966918,94.3637795783205,115.40662553235981,105.92214020648252,116.78332756702261,92.2116314852305,100.04996978207437,97.44254824935011,104.37842681929483,98.39096001751632,110.33704243064015,100.76018237935291,103.59025723881692,104.54884478424911,104.41202856466467,87.58077021387807,102.89990027441979,108.15058462960938,98.81824151729262,95.81136491461396,102.21415009640597,101.96546495797317,101.3927138263947,100.76419702237374,97.54512412117464,89.18110474686358,96.9274783930632,90.0361170295723,101.07844969816793,103.87868363146653,105.33170449253653,100.41527628109095,94.02322897469693
2019-12-12,95.21695684310235,107.99855111715542,105.72365067956302,101.91875056515724,99.07737532986668,98.66833865479272,99.63823868407566,101.3557985518144,103.0158800153452,94.06061801215027,102.25192287264933,106.90523549549854,108.6367000201562,96.62013758873313,104.93194248784998,99.52706614578061,98.4853786183415,107.00893796186226,107.62622277833358,106.34298152724813,100.0321122686118,91.94554934201767,110.1058378561222,103.82614240698737,97.41303910551196,102.72684237242402,101.62650062318382,95.22442236707019,98.83866933337943,89.8030837027744,110.06160823058768,97.56920841450338,98.82296768485052,92.40998133042392,98.15341983380831,93.3369072229167,97.97806055330224,96.5506920306,94.58484740521737,97.2242318157215,91.30273545027053,110.45475899603363,109.13005989154175,98.99163181543523,95.49155897871597,98.28856286718597,94.55844277088269,91.57943228434911,101.13828526200672,96.37540936624576,107.07401686177991,101.02019435681757,99.59525827083084,98.31851332660693,87.70008819083375,104.06379390022384,112.94715990529916,103.3624137674892,90.54957857013366,103.20901653484636,100.95101886967792,91.26102495274695,94.05923256411373,94.80634330973493,93.96773167430028,96.67154370957535,114.20867991181626,101.40819599020038,93.27539023797661,113.05468768557658,105.97064011841178,119.27566619020347,90.4223580206986,97.81851450215903,97.49426543097074,104.63715703807766,95.05722327664114,110.61206594740527,100.36253684712126,99.7435283863273,108.67215889818358,104.95335082961913,90.71208665617574,102.37109189208347,107.79197029579271,97.11801099287875,97.57322310780538,102.20977670925102,102.84061257087693,103.36605654169043,102.65758255017367,96.16822937040267,89.71533840311278,96.4625876931771,90.20879792945867,100.48910320506053,103.65507061209411,105.72387680744097,101.04659046712831,91.81350937995536
2019-12-13,93.6210369934144,108.63996718564155,105.89098331257354,102.74421079598865,99.1460361394879,95.94118501324283,101.81020949500434,98.71221339271571,100.09701224182346,91.07034991871137,100.35155462790132,105.4706852293496,110.51214697621927,98.57692161495432,106.46683150943632,101.241532242964,100.53317867610892,103.61026181231662,107.71684060506676,106.54959152299506,101.55822195034887,94.58368997115409,114.3703626412605,103.81958171476207,94.09117887516754,99.57951164484318,102.4005677799635,93.16758484199829,102.73289691176974,87.56556804768167,111.1248223180532,98.36621740007423,100.1652619689825,91.77819772611201,99.06350664359856,95.19142898955917,98.60389867489658,94.93061807842886,93.14641503065965,101.49399601140982,91.01993695050946,109.03440619132667,115.12115779033607,98.45852589005297,93.36593560078676,99.38630944893426,95.83979726591114,91.01188045679508,101.43709706967543,99.53770236277354,110.32245108929901,105.53875479573533,99.68882472680302,96.21756148925142,86.15628275319331,103.4165753038474,115.54003471055509,99.99537178064844,88.07487126192383,106.46684565650315,103.49650817293042,91.62637956445818,96.11610723263757,92.09135987646914,94.87768278310702,97.80725130703783,112.26271409719521,102.34587866019919,93.68598704557253,116.5136885545776,111.78785608052297,115.98228891401665,91.5597642198448,96.67831767894042,98.04271509278999,105.2288183382886,94.33424230157888,114.21705029908786,101.16426968700358,99.56061736275076,110.5836421874527,104.7044050374281,90.15073696680437,103.61602289074723,106.03112468252706,92.72951116348946,96.47429021934303,104.91390131881155,104.11231010585954,101.443015447229,104.91829318297843,97.83398915629752,88.8672096626779,97.96476490006299,89.34445743617408,98.96651896145995,101.95620096142481,105.05317224086568,102.85982809091377,94.2373260876157
